iter	MultiClass
327	0.3833629974
328	0.3833206353
329	0.3832898073
330	0.3832565778
331	0.3832392098
332	0.383225492
333	0.3832059179
334	0.383173187
335	0.3831524867
336	0.3831200544
337	0.383101374
338	0.3830600828
339	0.3830285835
340	0.3830172137
341	0.3829966376
342	0.3829578599
343	0.3829283081
344	0.3828923025
345	0.382879049
346	0.3828608831
347	0.382827624
348	0.3827996841
349	0.3827632321
350	0.3827303958
351	0.3826895502
352	0.3826785013
353	0.3826507138
354	0.3826218229
355	0.3826029853
356	0.3825814802
357	0.3825485885
358	0.3825231782
359	0.3824906396
360	0.3824703021
361	0.3824376057
362	0.3824085658
363	0.3823862418
364	0.3823550991
365	0.3823235548
366	0.3822958811
367	0.3822630601
368	0.3822290945
369	0.3821965565
370	0.3821844978
371	0.3821600101
372	0.3821556719
373	0.3821363672
374	0.3821111673
375	0.3820905378
376	0.382070184
377	0.3820454894
378	0.3820159257
379	0.3819787139
380	0.3819456926
381	0.381919264
382	0.3818818336
383	0.3818664479
384	0.3818483868
385	0.3818309766
386	0.38178772
387	0.3817752678
388	0.3817518932
389	0.3817129843
390	0.3816893176
391	0.3816591098
392	0.3816403226
393	0.3816186845
394	0.3815958453
395	0.38157152
396	0.3815352905
397	0.3815090489
398	0.3814935958
399	0.3814558848
400	0.3814148279
401	0.3814048813
402	0.3813836658
403	0.3813513721
404	0.3813199255
405	0.3812759619
406	0.3812485659
407	0.3812278457
408	0.381196616
409	0.3811778619
410	0.3811649849
411	0.3811453984
412	0.3811393442
413	0.3811134867
414	0.3810904851
415	0.3810647996
416	0.381027576
417	0.3810050012
418	0.3809739459
419	0.3809610954
420	0.380948825
421	0.3809317589
422	0.3809072081
423	0.3808849232
424	0.3808761928
425	0.3808646359
426	0.3808436645
427	0.3808278539
428	0.3808014819
429	0.3807721347
430	0.380749535
431	0.3807293012
432	0.3807118811
433	0.3807013996
434	0.3806620796
435	0.3806348582
436	0.3806068693
437	0.3805835921
438	0.3805644745
439	0.3805518304
440	0.3805267191
441	0.3804993081
442	0.3804593058
443	0.380447356
444	0.380439277
445	0.3804277427
446	0.3804013713
447	0.380372804
448	0.3803430698
449	0.3803120666
450	0.3802736631
451	0.3802544115
452	0.380237979
453	0.3802097059
454	0.380197834
455	0.3801741613
456	0.3801493432
457	0.3801217224
458	0.3800963119
459	0.3800768473
460	0.3800464947
461	0.3800177866
462	0.3800034534
463	0.3799808006
464	0.3799541682
465	0.3799269473
466	0.3798978602
467	0.3798695743
468	0.3798577783
469	0.3798375486
470	0.3798084705
471	0.3798011989
472	0.3797764523
473	0.3797672509
474	0.3797583979
475	0.3797429404
476	0.3797235923
477	0.3797118041
478	0.3797027139
479	0.3796770147
480	0.3796350775
481	0.3796035805
482	0.3795754337
483	0.3795622672
484	0.3795350925
485	0.3795099659
486	0.3794844539
487	0.3794477501
488	0.3794361454
489	0.3794151098
490	0.3793935134
491	0.3793634032
492	0.3793316058
493	0.3793056872
494	0.3792791877
495	0.3792610493
496	0.3792271345
497	0.3791968353
498	0.3791699116
499	0.3791478757
500	0.3791346222
501	0.3791232455
502	0.3791025395
503	0.3790712897
504	0.3790425099
505	0.3790212317
506	0.3790119806
507	0.3789898718
508	0.3789734605
509	0.378948289
510	0.3789377146
511	0.3789231597
512	0.3788978425
513	0.3788787737
514	0.3788431087
515	0.378812289
516	0.3787877024
517	0.3787699954
518	0.378755453
519	0.3787355747
520	0.3787158917
521	0.3786792694
522	0.3786611906
523	0.3786453104
524	0.3786360439
525	0.3786115369
526	0.3785801682
527	0.378561026
528	0.3785440093
529	0.3785334921
530	0.378518136
531	0.378500144
532	0.3784815911
533	0.3784760297
534	0.3784502618
535	0.3784172486
536	0.3784002994
537	0.3783925823
538	0.3783564864
539	0.3783414475
540	0.3783219404
541	0.3782889176
542	0.3782754282
543	0.3782503743
544	0.3782110305
545	0.3781926726
546	0.3781778616
547	0.3781685099
548	0.3781498578
549	0.3781246909
550	0.3781027441
551	0.3780897744
552	0.378072784
553	0.3780510931
554	0.3780473533
555	0.3780375412
556	0.3780176174
557	0.3780018644
558	0.3779828295
559	0.3779585308
560	0.3779356611
561	0.3779172871
562	0.3778826252
563	0.3778625897
564	0.3778355972
565	0.3778252439
566	0.377807785
567	0.3777926876
568	0.3777723382
569	0.377745978
570	0.377735065
571	0.3777086395
572	0.3776741173
573	0.3776554285
574	0.377640251
575	0.377623696
576	0.3776121927
577	0.3775895665
578	0.377551139
579	0.3775227409
580	0.3775044539
581	0.3774912976
582	0.3774687523
583	0.3774506952
584	0.3774266248
585	0.3774128758
586	0.3773824173
587	0.3773782889
588	0.3773524936
589	0.3773198026
590	0.3773055247
591	0.3772700916
592	0.3772549852
593	0.3772265326
594	0.3772096477
595	0.3771884377
596	0.3771655579
597	0.3771417241
598	0.3771291738
599	0.3771079499
600	0.3770909324
601	0.3770609649
602	0.377026272
603	0.3770035531
604	0.3769713238
605	0.3769589956
606	0.3769319629
607	0.3769146852
608	0.3768963679
609	0.376877603
610	0.3768533814
611	0.3768420616
612	0.376833953
613	0.3768191148
614	0.3768065037
615	0.3767936267
616	0.3767761167
617	0.376752346
618	0.3767385567
619	0.3767304364
620	0.3767193772
621	0.3767012471
622	0.3766870305
623	0.3766485934
624	0.3766408492
625	0.3766163138
626	0.3766132986
627	0.3766008934
628	0.3765823622
629	0.3765751521
630	0.3765563285
631	0.3765368086
632	0.3765196781
633	0.3764988744
634	0.3764753133
635	0.3764525859
636	0.3764296614
637	0.3764016215
638	0.3763916566
639	0.3763750284
640	0.376341299
641	0.3763116395
642	0.3762860005
643	0.3762669325
644	0.3762493647
645	0.3762304168
646	0.3762144553
647	0.3761872491
648	0.3761659569
649	0.3761349368
650	0.3761253256
651	0.3760994918
652	0.376069488
653	0.376047298
654	0.3760359721
655	0.3760210147
656	0.376006927
657	0.3759856551
658	0.3759729363
659	0.3759609051
660	0.3759417447
661	0.3759227871
662	0.3758990519
663	0.3758790084
664	0.3758685333
665	0.3758610699
666	0.3758286349
667	0.375806614
668	0.3757981676
669	0.3757804144
670	0.3757633719
671	0.3757568895
672	0.3757287419
673	0.3756920772
674	0.3756652238
675	0.3756545858
676	0.3756410295
677	0.3756214489
678	0.3756122698
679	0.3755973559
680	0.3755810801
681	0.3755675381
682	0.3755505458
683	0.375530347
684	0.3755173877
685	0.375503003
686	0.3754929539
687	0.3754708744
688	0.3754605961
689	0.3754394302
690	0.3754146513
691	0.3753933011
692	0.3753797102
693	0.3753536441
694	0.3753454012
695	0.3753239993
696	0.3753108035
697	0.3753010187
698	0.3752934432
699	0.3752794715
700	0.3752614674
701	0.3752438635
702	0.3752260574
703	0.3752121789
704	0.375179962
705	0.3751458083
706	0.3751290337
707	0.3751123719
708	0.3751043985
709	0.3750928359
710	0.3750778642
711	0.3750607297
712	0.3750444641
713	0.3750295013
714	0.3750084122
715	0.3749771938
716	0.3749656226
717	0.3749471063
718	0.3749351878
719	0.3748976855
720	0.3748693245
721	0.3748455998
722	0.3748252515
723	0.3748132438
724	0.3747929985
725	0.3747813015
726	0.3747632247
727	0.3747410368
728	0.3747257943
729	0.3747133361
730	0.3746918733
731	0.3746701881
732	0.3746358519
733	0.3746225608
734	0.3746001288
735	0.3745844836
736	0.3745542179
737	0.3745281273
738	0.3745051286
739	0.3744876903
740	0.3744778922
741	0.3744498115
742	0.3744275324
743	0.3744013323
744	0.3743773245
745	0.3743539477
746	0.3743306772
747	0.3743158555
748	0.3742869522
749	0.3742725689
750	0.3742562347
751	0.3742354929
752	0.3742166231
753	0.3742004525
754	0.3741945015
755	0.3741723171
756	0.3741365246
757	0.3741326244
758	0.3741210957
759	0.3741153185
760	0.3740963536
761	0.3740728642
762	0.3740590132
763	0.3740379809
764	0.3740146025
765	0.3740000598
766	0.3739792887
767	0.3739579324
768	0.3739397787
769	0.3739227906
770	0.3738983816
771	0.3738861003
772	0.3738729114
773	0.3738611159
774	0.3738483137
775	0.3738286609
776	0.3738207757
777	0.373795917
778	0.3737727401
779	0.3737547166
780	0.3737472157
781	0.3737300873
782	0.3737009955
783	0.3736941927
784	0.373678139
785	0.3736672479
786	0.3736499886
787	0.373626365
788	0.3736043754
789	0.3735902082
790	0.3735662557
791	0.3735405199
792	0.3735247992
793	0.3735032835
794	0.3734861989
795	0.3734645335
796	0.373448029
797	0.3734425857
798	0.3734201162
799	0.3733993229
800	0.3733911835
801	0.3733840567
802	0.3733558682
803	0.3733247906
804	0.3733093346
805	0.3732928759
806	0.3732818152
807	0.3732676357
808	0.3732613978
809	0.3732357813
810	0.3732087783
811	0.373199884
812	0.3731807729
813	0.3731631308
814	0.3731496791
815	0.373139483
816	0.3731250107
817	0.3731110243
818	0.3730882932
819	0.3730548208
820	0.3730466283
821	0.3730361272
822	0.3730076375
823	0.3729998123
824	0.3729790716
825	0.372965758
826	0.3729589849
827	0.3729451293
828	0.3729267561
829	0.3728994049
830	0.3728837785
831	0.3728638672
832	0.3728336695
833	0.3728153792
834	0.3727978454
835	0.3727762093
836	0.3727570289
837	0.372727119
838	0.3727166802
839	0.3726959159
840	0.3726855619
841	0.3726591544
842	0.372636263
843	0.3726198765
844	0.3725874023
845	0.3725598878
846	0.372550151
847	0.3725421179
848	0.3725180665
849	0.3725076332
850	0.3724923166
851	0.3724670179
852	0.3724558351
853	0.3724467141
854	0.3724283614
855	0.3724205653
856	0.3723966848
857	0.3723847352
858	0.372366827
859	0.3723555812
860	0.3723438146
861	0.3723277809
862	0.372308767
863	0.3722817845
864	0.3722452202
865	0.3722366338
866	0.3722101507
867	0.3721905458
868	0.372174741
869	0.3721614028
870	0.3721528106
871	0.3721372946
872	0.3721211221
873	0.3721126362
874	0.3720954513
875	0.3720752763
876	0.3720574487
877	0.3720385615
878	0.3720238864
879	0.3720011514
880	0.3719825418
881	0.3719559689
882	0.3719356548
883	0.3719202212
884	0.3719051152
885	0.3718932682
886	0.3718707075
887	0.3718541992
888	0.3718488066
889	0.3718277509
890	0.3718118951
891	0.3718023043
892	0.3717760559
893	0.3717621298
894	0.3717456865
895	0.3717154865
896	0.3716969771
897	0.371686451
898	0.3716672252
899	0.3716352681
900	0.3716282409
901	0.3716031427
902	0.3715870813
903	0.3715702707
904	0.3715628807
905	0.371542966
906	0.3715267485
907	0.3715034886
908	0.3714892678
909	0.3714744307
910	0.3714507729
911	0.3714234246
912	0.3714016813
913	0.3713836886
914	0.3713691764
915	0.3713466803
916	0.3713352729
917	0.3713120846
918	0.3712895688
919	0.3712663991
920	0.3712507473
921	0.3712332702
922	0.3712220672
923	0.3712112728
924	0.3711960452
925	0.3711848067
926	0.3711717222
927	0.3711549459
928	0.3711319675
929	0.3711181949
930	0.3710983199
931	0.3710795628
932	0.3710572532
933	0.3710282957
934	0.3710171687
935	0.3710084841
936	0.3709985775
937	0.3709894311
938	0.3709711069
939	0.3709602286
940	0.3709434939
941	0.3709249222
942	0.370913776
943	0.3709001224
944	0.3708731218
945	0.3708549806
946	0.3708277776
947	0.3708064616
948	0.3707861364
949	0.3707798023
950	0.3707698661
951	0.3707588124
952	0.3707345097
953	0.3707204403
954	0.3707007961
955	0.3706763102
956	0.3706626835
957	0.3706436789
958	0.3706305466
959	0.3706076896
960	0.370595697
961	0.3705737412
962	0.3705556833
963	0.3705434531
964	0.3705335026
965	0.3705203663
966	0.3704895214
967	0.3704750237
968	0.3704621432
969	0.3704524045
970	0.3704403819
971	0.3704216535
972	0.3703974345
973	0.3703780982
974	0.3703689797
975	0.3703609783
976	0.3703402951
977	0.3703206906
978	0.370290666
979	0.3702737038
980	0.370250476
981	0.3702316718
982	0.3701985027
983	0.3701843077
984	0.3701745394
985	0.3701608265
986	0.3701468584
987	0.3701334629
988	0.3701217116
989	0.3700986091
990	0.3700853175
991	0.3700714927
992	0.3700499659
993	0.3700353804
994	0.3700147269
995	0.3699948384
996	0.3699693121
997	0.3699583485
998	0.3699398219
999	0.369914803
